TimeOccur,GeoX,GeoY,Type
10/10/2022 15:20:59,2456909.5,956639.44,Larceny
10/10/2022 14:16:59,2442096.25,927914.13,Larceny
10/10/2022 13:14:59,2450171.75,950701.06,Assault Offenses
10/10/2022 11:40:59,2458162.5,956576.75,Drugs-Narcotics
10/10/2022 11:40:59,2458162.5,956576.75,Weapon Law Violations
10/10/2022 10:59:59,2442956.25,928391.31,Fraud Offenses
10/10/2022 10:59:59,2442956.25,928391.31,Larceny
10/10/2022 09:46:59,2462688.5,941843,Assault Offenses
10/10/2022 08:00:59,2456840.5,955116.38,Vandalism
10/10/2022 01:07:00,2470905.25,953377.63,Larceny
10/10/2022 00:00:00,2465026.99,959862.67,Assault Offenses
10/10/2022 00:00:00,2459799.5,946031.19,Fraud Offenses
10/09/2022 23:29:59,2453612.25,952556.56,Assault Offenses
10/09/2022 22:49:59,2466571,954735.44,Vandalism
10/09/2022 19:00:00,2465428.25,956336.88,Assault Offenses
10/09/2022 17:00:00,2451410.5,931710.31,Vandalism
10/09/2022 16:13:00,2454255.25,945652.62,Assault Offenses
10/09/2022 15:34:00,2442395.25,952717.94,Larceny
10/09/2022 13:52:59,2461650.5,952449,Assault Offenses
10/09/2022 13:21:59,2452559,951706.63,Larceny
10/09/2022 09:00:00,2455790.75,958057.38,Assault Offenses
10/09/2022 08:00:00,2467274.25,964635.44,Larceny
10/09/2022 08:00:00,2463455.25,946151.13,Fraud Offenses
10/09/2022 07:43:59,2459299.25,945702.19,Homicide
10/09/2022 05:28:59,2463874.25,960820,Vandalism
10/09/2022 03:26:59,2463492.25,952859.63,Larceny
10/09/2022 01:00:00,2463376.75,963909.75,Theft of Motor Vehicles
10/09/2022 01:00:00,2453101.25,949014.56,Larceny
10/09/2022 00:00:00,2466931.5,948100.81,Drugs-Narcotics
10/09/2022 00:00:00,2466931.5,948100.81,Weapon Law Violations
10/08/2022 23:43:00,2460102.75,957424.19,Assault Offenses
10/08/2022 23:16:59,2453575,948315.25,Assault Offenses
10/08/2022 23:00:00,2457738.25,949691.94,Assault Offenses
10/08/2022 23:00:00,2457738.25,949691.94,Vandalism
10/08/2022 21:12:59,2451219.75,946977.31,Assault Offenses
10/08/2022 20:58:59,2435215,955870.75,Burglary
10/08/2022 20:31:00,2468869.5,948054.31,Assault Offenses
10/08/2022 20:10:00,2466286,961525.19,Robbery
10/08/2022 20:00:00,2467671,959126,Larceny
10/08/2022 19:49:59,2455792.25,957806.38,Assault Offenses
10/08/2022 17:30:59,2462688.5,941843,Assault Offenses
10/08/2022 17:19:59,2458944.5,950952.25,Assault Offenses
10/08/2022 17:00:00,2463928.75,956624.13,Theft of Motor Vehicles
10/08/2022 16:19:59,2464737.75,952824.13,Larceny
10/08/2022 15:32:33,2448420.25,953793.25,Larceny
10/08/2022 13:39:00,2467557.5,960325.94,Assault Offenses
10/08/2022 11:02:59,2449178,952561.94,Larceny
10/08/2022 11:00:00,2459874.5,940746.06,Vandalism
10/08/2022 10:00:00,2456630,953143.69,Vandalism
10/08/2022 06:30:00,2452907,946571.75,Vandalism
10/08/2022 02:30:00,2458622.5,941732.56,Assault Offenses
10/08/2022 02:30:00,2458622.5,941732.56,Vandalism
10/08/2022 01:40:00,2459848.25,946306.06,Assault Offenses
10/08/2022 01:00:00,2453101.25,949014.56,Larceny
10/07/2022 23:30:00,2462688.5,941843,Vandalism
10/07/2022 22:00:00,2443343.25,927935.63,Assault Offenses
10/07/2022 22:00:00,2459671.5,957665.25,Larceny
10/07/2022 18:24:59,2456635.75,961086,Larceny
10/07/2022 16:25:00,2459634.25,963149.56,Vandalism
10/07/2022 16:00:00,2460817.75,954042.31,Vandalism
10/07/2022 16:00:00,2454932,946596,Burglary
10/07/2022 16:00:00,2427663.25,940670,Larceny
10/07/2022 16:00:00,2467164.25,958460.69,Burglary
10/07/2022 15:23:00,2459634.25,963149.56,Assault Offenses
10/07/2022 12:30:00,2458796.75,952678.75,Assault Offenses
10/07/2022 12:00:00,2465795,953190.81,Larceny
10/07/2022 10:00:00,2459634.25,963149.56,Assault Offenses
10/07/2022 10:00:00,2459634.25,963149.56,Vandalism
10/07/2022 08:00:00,2447478.25,951875.75,Assault Offenses
10/07/2022 08:00:00,2460179,961156.38,Fraud Offenses
10/07/2022 05:32:59,2455298.75,946252.5,Larceny
10/07/2022 05:32:59,2455298.75,946252.5,Vandalism
10/07/2022 04:26:59,2456471.75,935581.75,Theft of Motor Vehicles
10/07/2022 00:00:00,2443343.25,927935.63,Assault Offenses
10/06/2022 22:00:00,2457100,958358.38,Larceny
10/06/2022 21:53:59,2463795.75,952980.69,Assault Offenses
10/06/2022 21:53:59,2463795.75,952980.69,Vandalism
10/06/2022 21:30:59,2443224.5,929022.25,Theft of Motor Vehicles
10/06/2022 21:25:59,2465992.75,952220.94,Assault Offenses
10/06/2022 20:00:00,2456306.75,952885.56,Assault Offenses
10/06/2022 19:00:00,2461970.75,957697,Fraud Offenses
10/06/2022 19:00:00,2461970.75,957697,Larceny
10/06/2022 19:00:00,2464634.5,949410.44,Larceny
10/06/2022 15:22:59,2468144.75,941273.44,Assault Offenses
10/06/2022 14:25:00,2440566.25,950084.31,Fraud Offenses
10/06/2022 14:08:59,2453785,952551.31,Assault Offenses
10/06/2022 14:08:59,2453785,952551.31,Rape
10/06/2022 14:00:00,2458810.5,955764.94,Larceny
10/06/2022 13:30:59,2449250.75,953548.31,Larceny
10/06/2022 10:51:59,2459634.25,963149.56,Assault Offenses
10/06/2022 00:49:59,2465888.5,952327.81,Burglary
10/05/2022 21:01:59,2458691.25,945517.75,Assault Offenses
10/05/2022 21:01:59,2458691.25,945517.75,Vandalism
10/05/2022 20:45:00,2466089.25,962161.75,Larceny
10/05/2022 20:00:00,2462984.25,942893.31,Theft of Motor Vehicles
10/05/2022 19:52:59,2470090.5,949330.63,Assault Offenses
10/05/2022 17:48:59,2460285.25,951302.94,Vandalism
10/05/2022 17:25:59,2443344,927232.56,Assault Offenses
10/05/2022 16:49:59,2458285.75,952678.56,Drugs-Narcotics
10/05/2022 16:02:59,2437288.25,952727.19,Assault Offenses
10/05/2022 14:45:00,2461706.25,956018.31,Assault Offenses
10/05/2022 14:25:00,2436123.5,955749.88,Assault Offenses
10/05/2022 13:15:59,2464895.5,952855.94,Larceny
10/05/2022 12:20:59,2467220.75,950329.25,Drugs-Narcotics
10/05/2022 12:09:00,2457052,934515.25,Burglary
10/05/2022 12:00:59,2456274.75,954811.44,Larceny
10/05/2022 10:35:00,2453855.25,950909.75,Assault Offenses
10/05/2022 10:19:59,2467895.25,946123,Burglary
10/05/2022 10:19:59,2467895.25,946123,Vandalism
10/05/2022 07:44:00,2451037.5,945679.31,Assault Offenses
10/05/2022 01:28:00,2466621.25,944721.13,Larceny
10/05/2022 00:00:00,2459666.25,957419.13,Stolen Property Offenses
10/05/2022 00:00:00,2466946.25,963091.44,Burglary
10/05/2022 00:00:00,2455040.25,950913.37,Larceny
10/04/2022 23:06:55,2455305,936283.87,Assault Offenses
10/04/2022 21:47:59,2467671,959126,Assault Offenses
10/04/2022 20:37:59,2469239.75,950634.19,Assault Offenses
10/04/2022 20:20:00,2468207.25,942060.88,Assault Offenses
10/04/2022 20:20:00,2468207.25,942060.88,Larceny
10/04/2022 15:10:00,2465867.5,949544.81,Assault Offenses
10/04/2022 14:30:00,2466919.25,955890.63,Assault Offenses
10/04/2022 13:30:59,2453572.5,946524.06,Assault Offenses
10/04/2022 13:13:59,2461706.25,956018.31,Assault Offenses
10/04/2022 12:00:00,2453519.5,945666.13,Assault Offenses
10/04/2022 12:00:00,2451219.75,946977.31,Burglary
10/04/2022 09:08:59,2468483.25,928789.75,Fraud Offenses
10/04/2022 06:00:00,2454273.75,946783.31,Larceny
10/04/2022 05:30:00,2453744.25,959474.94,Burglary
10/04/2022 03:43:59,2460886.25,955245.69,Assault Offenses
10/04/2022 03:43:59,2460886.25,955245.69,Vandalism
10/04/2022 00:28:00,2427663.25,940670,Larceny
10/04/2022 00:00:00,2448420.25,953793.25,Larceny
10/03/2022 20:37:59,2465415.5,956471.69,Weapon Law Violations
10/03/2022 20:23:59,2427847.75,950747.56,Larceny
10/03/2022 20:00:00,2463326.25,956836.75,Larceny
10/03/2022 18:39:00,2454074.5,947617.68,Assault Offenses
10/03/2022 18:26:59,2462948,952644.38,Larceny
10/03/2022 17:00:00,2452288.5,929841.75,Larceny
10/03/2022 15:35:00,2461650.5,952449,Vandalism
10/03/2022 12:55:00,2449675.25,929500.56,Fraud Offenses
10/03/2022 12:13:59,2453855.25,950909.75,Larceny
10/03/2022 11:00:00,2459634.25,963149.56,Burglary
10/03/2022 10:00:00,2445324,952595.13,Vandalism
10/03/2022 04:33:00,2469184.5,958558,Fraud Offenses
10/03/2022 02:09:59,2449216.5,929623.69,Vandalism
10/03/2022 00:00:00,2472425.25,947357.68,Vandalism
10/03/2022 00:00:00,2458146.75,950289.94,Larceny
10/02/2022 23:06:00,2471636.75,950554.5,Vandalism
10/02/2022 22:52:00,2471533.5,950428.75,Assault Offenses
10/02/2022 22:25:00,2461406.75,943606.31,Vandalism
10/02/2022 21:50:39,2459634.25,963149.56,Assault Offenses
10/02/2022 20:33:59,2457859.75,945145.13,Assault Offenses
10/02/2022 19:39:59,2442188.75,952110.38,Larceny
10/02/2022 19:39:59,2442188.75,952110.38,Counterfeiting-Forgery
10/02/2022 19:27:00,2455549.75,952965.94,Larceny
10/02/2022 19:00:00,2461037.5,944379.13,Larceny
10/02/2022 17:27:59,2444578.5,952237.81,Larceny
10/02/2022 17:10:59,2458927.75,946638.13,Assault Offenses
10/02/2022 16:59:59,2467936.75,948385,Drugs-Narcotics
10/02/2022 16:20:59,2442941.75,935736.63,Larceny
10/02/2022 15:30:59,2451192.5,936436,Assault Offenses
10/02/2022 15:30:59,2451192.5,936436,Vandalism
10/02/2022 15:00:00,2461415.5,943763.5,Vandalism
10/02/2022 12:52:59,2464754.5,957296.38,Assault Offenses
10/02/2022 12:37:59,2459634.25,963149.56,Fraud Offenses
10/02/2022 10:50:59,2465689.75,961274.38,Theft of Motor Vehicles
10/02/2022 10:50:59,2465689.75,961274.38,Vandalism
10/02/2022 10:08:00,2454501.5,951403.87,Assault Offenses
10/02/2022 09:47:59,2464247.25,943010.69,Larceny
10/02/2022 09:47:59,2464247.25,943010.69,Vandalism
10/02/2022 04:51:59,2454409.25,946968.63,Larceny
10/02/2022 02:35:00,2444668,934074.06,Assault Offenses
10/02/2022 00:00:00,2459024.25,956670.12,Larceny
10/01/2022 23:10:00,2468042.25,947185.19,Assault Offenses
10/01/2022 20:00:59,2469374,945184.31,Assault Offenses
10/01/2022 20:00:00,2461650.5,952449,Assault Offenses
10/01/2022 20:00:00,2465021,941295.19,Rape
10/01/2022 19:50:00,2467547.75,949319.81,Burglary
10/01/2022 16:12:00,2461944,950862.81,Larceny
10/01/2022 16:00:00,2450434.25,953585.75,Larceny
10/01/2022 15:55:00,2465679.75,955215.5,Larceny
10/01/2022 15:53:59,2465799,956907.13,Assault Offenses
10/01/2022 15:25:43,2458944.5,950952.25,Assault Offenses
10/01/2022 15:03:00,2444711,952513.69,Larceny
10/01/2022 13:27:46,2461809,958285.31,Assault Offenses
10/01/2022 13:00:00,2436762,953414.5,Larceny
10/01/2022 12:19:59,2461650.5,952449,Assault Offenses
10/01/2022 12:15:59,2448724.75,952795.06,Assault Offenses
10/01/2022 12:09:59,2448420.25,953793.25,Larceny
10/01/2022 10:17:59,2458267.5,946346.75,Assault Offenses
10/01/2022 09:06:59,2453311.75,928034.75,Fraud Offenses
10/01/2022 06:07:59,2465382.75,967761.63,Drugs-Narcotics
10/01/2022 05:27:59,2441642.25,953766.19,Vandalism
10/01/2022 04:35:00,2451072,937109,Larceny
10/01/2022 02:44:59,2451878,938031.06,Drugs-Narcotics
10/01/2022 02:15:59,2469802.75,950660.19,Assault Offenses
10/01/2022 00:11:59,2450277,930788.13,Assault Offenses
10/01/2022 00:01:00,2460977,954451.31,Larceny
10/01/2022 00:00:00,2465679.75,955215.5,Larceny
09/30/2022 18:59:59,2450171.75,950701.06,Fraud Offenses
09/30/2022 18:11:59,2445268.25,928049.63,Larceny
09/30/2022 18:03:59,2427663.25,940670,Larceny
09/30/2022 16:42:59,2448420.25,953793.25,Larceny
09/30/2022 16:18:59,2460400,963326.81,Fraud Offenses
09/30/2022 15:19:59,2461706.25,956018.31,Assault Offenses
09/30/2022 14:30:00,2462969.5,958786.69,Larceny
09/30/2022 13:56:59,2467318,942475.44,Vandalism
09/30/2022 13:44:59,2467318,942475.44,Larceny
09/30/2022 13:30:00,2453612.25,952556.56,Assault Offenses
09/30/2022 13:30:00,2453612.25,952556.56,Larceny
09/30/2022 13:10:00,2463848,964188.75,Assault Offenses
09/30/2022 12:53:59,2466919.25,955890.63,Assault Offenses
09/30/2022 11:30:00,2464227.75,954649.19,Larceny
09/30/2022 09:14:59,2426634.75,950519.81,Larceny
09/30/2022 08:45:59,2443018,927546.25,Assault Offenses
09/30/2022 08:41:59,2456211,949303.19,Assault Offenses
09/30/2022 04:00:59,2464697.75,958723.63,Assault Offenses
09/30/2022 04:00:59,2464697.75,958723.63,Vandalism
09/30/2022 01:50:59,2465435,948431.75,Robbery
09/30/2022 00:15:00,2456227.5,958581.87,Vandalism
09/29/2022 15:20:00,2462576,959373.81,Larceny
